common_voice_fa_18205309.mp3	اگه اطرافیام ببینن دارم غصه میخورم به احتمال زیاد میفهمن علتش چی بوده و من نمیخوام بفهمن	ageh atrafiam bebinan daram ghose mikhoram be ehtemaale ziad mifahman elatesh chi boudeh o man nemikhaam befahman
common_voice_fa_18205310.mp3	بله اتفاقاً یه فکر خوب برای آرام شدن اوضاع دارم.	baleh etefaaghan ye fekr khob baray aram shodan ozaa daram
common_voice_fa_18205311.mp3	می تونم کمک کنم از رو ایوونتون رد بشین	mi tonam komak konam az ro eyvoonetoon rad beshin
common_voice_fa_18205312.mp3	تصویری از تنها گلی که پرسپولیس در فینال آسیا زد	tasviry az tanha goli ke perspolise dar final asia zad
common_voice_fa_18205313.mp3	تاحالا پسری بهم ابراز علاقه نکرده بود وبهم پیشنهاد اشنایی نداده بود نمیدونستم چیکار کنم	tahala pesari behem ebraze alagheh nakardeh boud vabehem pishnahade aashnaayi nadadeh boud nemidoonestam chikar konam
common_voice_fa_18205319.mp3	زیاد اذیت تون نکرده باشن	ziad aziyat toon nakardeh baashan
common_voice_fa_18205320.mp3	مردی در نمایشگاهی گلدان می فروخت	mardi dar namayeshgahi goldaan mi forookht
common_voice_fa_18205322.mp3	تو دنبال خانوادت اومدي	tou donbal khanvadt avmdي
common_voice_fa_18205330.mp3	این کتاب مانند سیمرغ و سی مرغ است	in ketab manand simorgh o si morgh ast
common_voice_fa_18205332.mp3	وقت آن رسیده تا صدای آنهایی باشیم که دیرزمانی است از داشتن صدا محروم ماندهاند	vaght on rasideh ta sedayeh aanhaayi bashim ke dirzamaani ast az dashtane seda mahroom maandeand
common_voice_fa_18205333.mp3	نميده که ريچل رو ببينه	nmيdh ke rيchl ro bbيnh
common_voice_fa_18205334.mp3	من همچنین به عنوان یک ریشسفید مدرن دریافتم که نقشم این بود که در منظر عام کارآموزی کنم و در خفا مربیگری	man hamchenin be onvan yek rishsefid modern daryaftam ke naghsham in boud ke dar manzar aam kaaraamoozi konam o dar khafa morabbigari
common_voice_fa_18205335.mp3	یه مادرشوهردارم: برام لوبیا خرد کرده و با گوجه فرنگی رنده شده پخته و داده بهم تا موقع درست کردنش راحت باشم	ye maadarshohardaaram baraam loobiyaa kherade kardeh o ba gojeh farangi rande shodeh pokhte o dadeh behem ta moghe dorost kardanesh rahat basham
common_voice_fa_18205336.mp3	مریم،دست و پنجه تو باید طلا گرفت	maryamdast o panje tou bayad tala gereft
common_voice_fa_18205338.mp3	حالا دو دليل وجود داره	hala doo dalil vojood dareh
common_voice_fa_18205340.mp3	اما به هیچ وجه نه متوجه میشد و نه دست بردار بود	amma be hich vajh na motavajeh mishod o na dast bardar boud
common_voice_fa_18205373.mp3	ببين امشب چه کاره اي؟	bebin emshab che kaare ey
common_voice_fa_18205374.mp3	یالا رو قلبت نشون صلیب بکش	yaalaa ro ghalbet neshoon salib bekesh
common_voice_fa_18205378.mp3	چي، تو خالکوبي کردي؟	chi tou khaalkoobi kardi
common_voice_fa_18205379.mp3	به نظرم که باید بگن تا میتونی خوابت رو کم کن،که وقتی دنیا اومد	be nazaram ke bayad began ta mitoni khaabat ro kam konke vaghti donya oomad
common_voice_fa_18205380.mp3	قدیما دلم میخاست مرد بودم و ازدواج میکردم و صاحب یه دختر میشدم و بعدش همسرعزیزم میمرد وومن تک وتنها دخترمو بزرگ میکردم،یادش بخیر،چه رویاهایی داشتم	ghadimaa delam mikhaast mard bodam o ezdevaj mikardam o saheb ye dokhtar mishodam o bedesh hamsareazizam mimord vooman tak vatanhaa dokhtaramo bozorg mikardamyaadesh bekheyrche royaahaayi dashtam
common_voice_fa_18205386.mp3	یا بیدار میشم و ویرانه ها رو با چشمم تماشا میکنم و یه روز همه چیز عادی میشه و یا همه چیز به نفعم تموم میشه	ya bidar misham o viraane ha ro ba cheshmam tamaashaa mikonam o ye rouz hameh chiz aadi misheh o ya hameh chiz be nafam tamoom misheh
common_voice_fa_18205387.mp3	همون ایمان معروف؟	hamoon imaan maroof
common_voice_fa_18205388.mp3	خون دوید تو سرم از عصبانیت رو پا بند نبودم	khoon david tou saram az asabaniat ro pa band naboodam
common_voice_fa_18205391.mp3	ببين تو اشتباه نميکني	bebin tou eshtebah nemikoni
common_voice_fa_18205393.mp3	خب ميدوني چيه در حقيقت	khob midooni chiye dar haghighat
common_voice_fa_18205638.mp3	گستره دغدغههایمان زیاد شده است	gostarde daghdaghehaayemaan ziad shodeh ast
common_voice_fa_18205639.mp3	و کنار آبشار زندگی کنه	o kenar abshar zendegi koneh
common_voice_fa_18205640.mp3	قلمه چیه. خواستگاری کدومه. حالت خوش نیست ها.	ghalameh chieh khastegari kodoomeh halet khosh nist ha
common_voice_fa_18205641.mp3	می خوام بذارم یه چیزی ببینی	mi khum bezaram ye chizi bebini
common_voice_fa_18205642.mp3	صدام رو نمي توني بشنوي	sedam ro nemi tooni beshnavi
common_voice_fa_18205794.mp3	دقيقا مثل زن عمو مارين	daghighan mesle zan amu marin
common_voice_fa_18205795.mp3	میخواهند مهارتهایی مثل ساخت و ساز و برق را بیاموزند	mikhahand mahaarathaayi mesle sakht o saz o bargh ra biamouzand
common_voice_fa_18205796.mp3	حسن، دلش برام تنگ میشه	hasan delesh baraam tang misheh
common_voice_fa_18205797.mp3	و زیاد درباره مشارکت مدیریت در مسائل عاطفی صحبت میکنند	o ziad darbare mosharekat modiriat dar masaael atefi sohbat mikonand
common_voice_fa_18205798.mp3	چي باعث شد اين همه سال	chi baes shod in hameh sal
common_voice_fa_18205874.mp3	من ديگه مطمئن نيستم که	man dige motmaen nistam ke
common_voice_fa_18205875.mp3	مشاورم	moshaveram
common_voice_fa_18205876.mp3	يه بسته وقتي بسته باشه	ye baste vaghti baste basheh
common_voice_fa_18205877.mp3	ما خيلي بزرگ بوديم	ma kheyli bozorg bodim
common_voice_fa_18205878.mp3	بنابراین در صنعت فناور به راهحلهای سریع نیاز داریم	banabarin dar sanat fanavar be rahhalhaye sari niyaaz darim
common_voice_fa_18206725.mp3	تو که نيشت بازه چطور ؟	tou ke nishet bazeh chetoure
common_voice_fa_18206726.mp3	اخبار را تفسیر میکنیم، دیدگاههای خود را در رسانههای اجتماعی میگذاریم، راهپیمایی میرویم، اعتراض میکنیم	akhbaar ra tafsir mikonim didgaahhaaye khod ra dar rasaanehaaye ejtemaai migzaarim raahpeymaayi miravim eteraz mikonim
common_voice_fa_18206727.mp3	نیلوفر:من برای دوتا چیز گریه میکنم،یکیش بچه ها و اون یکی حیوانات	niloofareman baray douta chiz geriye mikonimyekish bache ha o un yeki heyvanat
common_voice_fa_18206728.mp3	دست به آب داری، گفتی نه	dast be ab dari gofti na
common_voice_fa_18206729.mp3	این بهتره تا اینکه به بهونه درس و مشق هر روز بره خونه شون.	in behtare ta inke be bahoone dars o mashgh har rouz bere khuneh shoono
common_voice_fa_18206760.mp3	.اون مالك همه چيه.	un maalek hameh chiye
common_voice_fa_18206761.mp3	هر یک چندین زبان خارجی بلد بودند	har yek chandin zaban khareji balad boodand
common_voice_fa_18206762.mp3	کارو بدون تو انجام بدم	kaaro bedoon tou anjam bedam
common_voice_fa_18206763.mp3	پشتصحنهی برنامههای لایو تلویزیونی	pshtshnhi barnaamehaaye laayve televiziyooni
common_voice_fa_18206764.mp3	.اسم هم اتاقيتون چيه	esme ham otaghiton chiye
common_voice_fa_18206785.mp3	با تمسخر لابد میخوای با جارو خاک انداز پرتم کنی بیرون؟ آره؟ وای ترسیدم.	ba tamaskhor labod mikhaay ba jaroo khaak andaaz partam kony biroon are vay tarsidam
common_voice_fa_18206788.mp3	خوب،حالا به افتخار تمام کاشفای کوچولو	khobhala be eftekhar tamam kashfaie koochooloo
common_voice_fa_18206789.mp3	مسلما اونکارو مي کنيم	mosalaman oonkaaro mi konim
common_voice_fa_18206796.mp3	من اینو از تو یکی از کتابای کتابخونه کندم	man ino az tou yeki az ketabai ketabkhoneh kandam
common_voice_fa_18206797.mp3	نمیدونم کدوم هموطنی تو تورنتو این کلاه رو داده دست این بنده خدا	nemidoonam kodoom hamvatani tou torento in kolaah ro dadeh dast in bande khoda
common_voice_fa_18206798.mp3	حرف دیگه ندارین بزنین؟	harfe digeh nadaarin bezanin
common_voice_fa_18206799.mp3	اصلن همه تشریف بیارین خونه ما.	aslan hameh tashrif biyaarin khuneh ma
common_voice_fa_18206805.mp3	و یادداشتی از جانب شاه که این سکه ها مال کسی است که سنگ را از جاده کنار بزند	o yaaddaashti az janeb shah ke in sekeh ha mal kasi ast ke sang ra az jadeh kenar bezanad
common_voice_fa_18206806.mp3	«هی، تلفنت را به من بده	hey tlfnt ra be man bedeh
common_voice_fa_18206807.mp3	واي، اونجا رو نگاه کن	vay oonja ro negah kon
common_voice_fa_18206809.mp3	اونا بهم تهمت دروغگویی زدن	ouna behem tohmat doroghgppii zadan
common_voice_fa_18206870.mp3	نبايد اين کارو مي کردي	nabaiad in kaaro mi kardi
common_voice_fa_18206871.mp3	اسیابان گفت: تو که چنین مستجاب الدعوه هستی دعا کن گندمت ارد بشود	aasiyaabaan goft tou ke chenin mostajaab odava hasti doa kon gandomat aard beshavad
common_voice_fa_18206872.mp3	که در سایه ی ابشار با شکوه بهشت پنهان شده	ke dar saaye y aabshaar ba shokouh behesht penhan shodeh
common_voice_fa_18206873.mp3	واسه پرداخت پول باشگاه	vaseh pardakht poul bashgah
common_voice_fa_18206935.mp3	اين الان اصلا مهم نيست	in alaan aslan mohem nist
common_voice_fa_18206936.mp3	نمی تونه سرشو بندازه پایین بیاد اینجا	nemi toone saresho bendaaze payien biad inja
common_voice_fa_18206937.mp3	اوه ، خداي من. چي شده؟	oh kohai man chi shodeh
common_voice_fa_18206938.mp3	به صندوق پستم دست نزن	be sandough pastam dast nazan
common_voice_fa_18206939.mp3	اون جاها، کسی رو نمیبینی که تو دستش کتاب نباشه	un jaha kasi ro nemibini ke tou dastesh ketab nabaashe
common_voice_fa_18206947.mp3	این سگه الان گفت:سلام	in sage alaan goftsalaam
common_voice_fa_18206950.mp3	اما این هم مثل بقیه مدادهایی است که دیده ام	amma in ham mesle baghieh medaadhaayi ast ke dide am
common_voice_fa_18206951.mp3	!من بايد از اينجا برم	man baayad az inja beram
common_voice_fa_18207007.mp3	ظاهر محصول ما چطوريه؟	zahere mahsoul ma chetoriye
common_voice_fa_18207183.mp3	من: به این زشتی چرابهش میگی خوشگل؟	man be in zeshti cheraabehesh migi khoushgel
common_voice_fa_18207184.mp3	من همیشه تو فیلما میدیدم که آدما میگفتن چیزی برای از دست دادن ندارم	man hamishe tou filma mididam ke aadamaa migoftan chizi baray az dast dadan nadaram
common_voice_fa_18207185.mp3	فقط ميخام بگمش ، باشه؟	faghat mikhaam begamesh basheh
common_voice_fa_18207186.mp3	فکر مي کنم اينطور باشه	fekr mi konam intor basheh
common_voice_fa_18207187.mp3	و گيج و خيلي هم ترسيدم	o gij o kheyli ham tarsidam
common_voice_fa_18207622.mp3	کي مياد از خاطره رفتنش به پارک شهر حرف بزنه ؟	ki miad az khaatere raftanesh be paark shahr harfe bezane
common_voice_fa_18207623.mp3	اين خيلي باعث ناراحتيه	in kheyli baes narahtih
common_voice_fa_18207624.mp3	اينطور فکر مي کني ؟ -	intor fekr mi koni -
common_voice_fa_18207625.mp3	پس بدون کافئين مي خورم	pas bedoon kafeean mi khoram
common_voice_fa_18208089.mp3	کی این روزا تموم میشه خدا؟	ki in roozaa tamoom misheh khoda
common_voice_fa_18208090.mp3	شاید خیلیاتونم شکستشو تجربه کردین واومدین اینجا که یه جورایی اروم بشین	shayad kheyliyaatoonam shekastesho tajrobe kardin vaoomadin inja ke ye jooraayi aroom beshin
common_voice_fa_18208091.mp3	تا قبل اینکه همه چیز خراب بشه بهتره یه فکر عاقلانه بکنیم.	ta ghabl inke hameh chiz kharab besheh behtare ye fekr aaghelaane bokonim
common_voice_fa_18208092.mp3	!واکمن من رو هم پس بده	vakman man ro ham pas bedeh
common_voice_fa_18208093.mp3	انقدر که از نجابت و شرافتش حرفه	enghadr ke az nejabat o sherafatesh harfe
common_voice_fa_18208159.mp3	اسپانیا، پرتغال، مراکش	espaaniyaa porteghal marakesh
common_voice_fa_18208164.mp3	دولت فقط با درآمد دو سه سالش از محل واردات خودرو ميتونست كارخانه اى به بزرگي و مدرني نيسان رو به ايران بياره	dolat faghat ba daraamad doo se saalesh az mahal varedat khodro mitoonest kaarkhaane i be bozorgi o moderni neysaan ro be iraan biyaare
common_voice_fa_18208166.mp3	.يا اينکه بيام اونجا	yaa inke biyaam oonja
common_voice_fa_18208167.mp3	ببين من زياد وقت ندارم	bebin man ziyaad vaght nadaram
common_voice_fa_18208168.mp3	درست می کنه، خوردن داره	dorost mi koneh khordan dareh
common_voice_fa_18208204.mp3	شوهرجان:نایلون مشکی کوچیک داریم؟	shoharjannailvn meshki koochik darim
common_voice_fa_18208205.mp3	از زمانی که تهدیدش کردنو لهش کردن تا امروز که خب دارید می بینید	az zamani ke tahdidesh kardano lehesh kardan ta emrouz ke khob darid mi binid
common_voice_fa_18208206.mp3	در روزگار قدیم،پادشاهی سنگ بزرگی را در یک جاده ی اصلی قرار داد	dar roozegar ghdimpadshahi sang bozorgi ra dar yek jadeh y asli ghrar dad
common_voice_fa_18208207.mp3	اگه طبق قانون پيش بريم	ageh tebgh ghanoon pish brيm
common_voice_fa_18209295.mp3	برای مثال، اولین ارائهای که در شرکت داشتم	baray mesaal avalin araئhai ke dar sherkat dashtam
common_voice_fa_18209296.mp3	خیال کردم خدا بیامرز شدین	khial kardam khoda biaamorz shodin
common_voice_fa_18209297.mp3	هيچکي هم نيست بغلش کنم	hichki ham nist baghalash konam
common_voice_fa_18209298.mp3	صبح هم با مامان و بابا رفتیم بیرون	sobh ham ba maman o baba raftim biroon
common_voice_fa_18209299.mp3	اونم اگه بیان	ounam ageh bayaane
common_voice_fa_18209606.mp3	اگرچه دیر یا زود، بیشتر کارکنان بیادب موفقیتشان را خراب میکنند	agarche dir ya zoud bishtar karkonan biad movafaghiateshan ra kharab mikonand
common_voice_fa_18209607.mp3	نه يه وسيله سرگرمي که	na ye vasileh sargarmi ke
common_voice_fa_18209608.mp3	رفيقمو واسه شام آوردم.	refiqamo vaseh sham avardam
common_voice_fa_18209609.mp3	تو جدي کالسکه ميخواي؟	tou jedi kaaleske mikhoai
common_voice_fa_18209822.mp3	من ميخوام با تو برقصم	man mikham ba tou beraghsam
common_voice_fa_18209824.mp3	اميدوارم که اتفاقي	amيdvarm ke etefaghi
common_voice_fa_18209825.mp3	قبل از اينکه پرواز کني	ghabl az inke parvaaz koni
common_voice_fa_18209852.mp3	گمون نکنم اونم زیاد از اینجا فاصله داشته باشه	gamoon nakonam ounam ziad az inja faseleh daashte basheh
common_voice_fa_18209853.mp3	یه مادرشوهردارم: میگفت اگه طلاهامو گم نمیکردم میفروختم و میدادم بهتون و چقد افسوس میخورد که نمیتونه کمکمون کنه	ye maadarshohardaaram migoft ageh tlahamv gom nemikardam miforookhtam o midaadam behetoon o cheghad afsoos mikhord ke nemitoone komakemoon koneh
common_voice_fa_18209854.mp3	چقد درهم وبرهم شد،معلوم نیست چی به چیه	cheghad darham vabarham shodmaolm nist chi be chieh
common_voice_fa_18209858.mp3	ممنون، کمک نمی خوام	mamnoon komak nemi khum
common_voice_fa_18209864.mp3	ماشینو گذاشته بیرون اومدن کاپوتشو دزدیدن فقط	maashino gozashteh biroon oomadan kapotesho dozdidan faghat
common_voice_fa_18209865.mp3	این عدد سرسام آوری است	in adad sarsam aavari ast
common_voice_fa_18209866.mp3	من قضيه رو تعريف ميکنم	man ghazieh ro tarif mikonam
common_voice_fa_18209868.mp3	يعني جدي قبول مي کني ؟	yani jedi ghabool mi koni
common_voice_fa_18211143.mp3	گفتند : حجم اتش در مقایسه با ابی که تو می اوری بسیار زیاد است ! و این اب فایده ای ندارد!	goftand hajm aatash dar moghaayese ba aabi ke tou mi evry besyar ziad ast o in aab fayede ie nadarad
common_voice_fa_18211144.mp3	. تو ميدوني من دارم	tou midooni man daram
common_voice_fa_18211145.mp3	به دکتر وينر زنگ ميزنم	be doktor viner zang mizanam
common_voice_fa_18211146.mp3	پاسخ میدم : هر آنچه از من بر می آمد!	paasokh midam har aanche az man boro mi amad
common_voice_fa_18211147.mp3	زياد هم اهسته راه نرو	ziyaad ham aheste rah naro
common_voice_fa_18211148.mp3	براش ريش و سيبيل کشيدم	baraash rish o sibil keshidam
common_voice_fa_18211150.mp3	وقتي پليسا پارتي دلشون مي خواد و شما از پارتي بيزاريد	vaghti polica party deleshoon mi khaad o shoma az party bizarid
common_voice_fa_18211151.mp3	اون تميزشون نکرده بود	un tamizeshon nakardeh boud
common_voice_fa_18211153.mp3	به نظرم جالب اومد گذاشتم	be nazaram jaaleb oomad gozashtam
common_voice_fa_18211217.mp3	آن ترس	on tars
common_voice_fa_18211218.mp3	بعدش جان بود ، پستچيم	bedesh jan boud postchim
common_voice_fa_18211219.mp3	در نظر بگیرید که لازم است آنرا بنویسید	dar nazar begirid ke lazem ast aanraa benevisid
common_voice_fa_18211220.mp3	من يک مقدار خشمگين شدم	man yek meghdaar khashmgin shodam
common_voice_fa_18211221.mp3	اکثر فرزندان ملک عبدالله در این مراسم عروسی شرکت کرده بودند	aksar farzandan malek abdolaah dar in maraasem arousi sherkat kardeh boodand
common_voice_fa_18211850.mp3	براي همين خيلي وقتها مشتريها اين آپشن رو دارن كه اگه نرخ بهره بانك از خودروساز پايينتره،	baraaye hamin kheyli vaghtha mshtrيha in aapshen ro daaran ke ageh nerkh bahre baank az khodrosaz paييntrh
common_voice_fa_18211851.mp3	عين سوراخ موش مي مونه	eيn sourakh moush mi mouneh
common_voice_fa_18211853.mp3	اینطوری همدیگه رو صدا بزنیم	intori hamdigeh ro seda bezanim
common_voice_fa_18211857.mp3	توي يه اتاق بند نميشن	tvي ye otagh band nmيshn
common_voice_fa_18211870.mp3	پس ما دنبال راهحلهای پیشرفته هستیم راهحلهای جدید	pas ma donbal rahhalhaye pishrfth hastim rahhalhaye jadid
common_voice_fa_18211872.mp3	من يه هديه کوچيک دارم	man ye hdيh kvchيk daram
common_voice_fa_18211873.mp3	نصف روز دانشگاهم،نصف دیگشم به بچه های مردم درس می دم. خبری نیست.	nesf rouz daaneshgaahemonsef digasham be bache hay mardom dars mi dam khabari nist
common_voice_fa_18211874.mp3	تا تاثیرگذاری اجتماعی این نهادهای بهداشتی را افزایش دهیم	ta tasirgozaari ejtemaai in nahaadhaaye behdashti ra afzaayesh dahim
common_voice_fa_18211875.mp3	پس سعي کن بيخيالش بشي	pas seي kon bيkhيalsh bshي
common_voice_fa_18211881.mp3	این تجربه را داشتیم	in tajrobe ra dashtim
common_voice_fa_18211882.mp3	محرم ترین فرد زندگیم مهسا ست	mahram tarin fard zendegim mahsa set
common_voice_fa_18211884.mp3	تا قبل اینکه همه چیز خراب بشه بهتره یه فکر عاقلانه بکنیم.	ta ghabl inke hameh chiz kharab besheh behtare ye fekr aaghelaane bokonim
common_voice_fa_18211886.mp3	خشکم زد،اشکام شرشر ریختن	khshkm zdashkam shrshr rikhtn
common_voice_fa_18211888.mp3	به اون دل کوچیک و صاف و سادش حسودیم شد	be un del koochik o saaf o sadash hasodim shod
common_voice_fa_18212027.mp3	نانسي تامسون اخراج شده	naansi taamson ekhraaj shodeh
common_voice_fa_18212028.mp3	اين تنها راهيه که ميشه	in tanha raahiye ke mishe
common_voice_fa_18212090.mp3	یه زنه گفت یکم گرمه، کاش بخاری رو خاموش کنی	ye zane goft yekam garme kaash bokhaari ro khaamoosh kony
common_voice_fa_18212100.mp3	خوب حالا من عصبي هستم	khob hala man asabi hastam
common_voice_fa_18212333.mp3	بعضي وقتها خودم اونجام	baezi vaghtha khoudam oonjaam
common_voice_fa_18212334.mp3	چرا بايد عصباني باشم ؟	chera baayad asabani basham
common_voice_fa_18212335.mp3	خوب ، حداقل لباس خوبيه	khob hadaghal lebas khoobie
common_voice_fa_18212336.mp3	بهتر نيست بياي کنار من	behtaere nist biai kenar man
common_voice_fa_18212339.mp3	!اون با من به گور ميره	un ba man be goor mire
common_voice_fa_18212388.mp3	برای عروسی خیلی کار دارم یه باغبون بیارم این حیاط رو برسه	baray arousi kheili kar daram ye baghbvn biyaaram in hayaat ro berese
common_voice_fa_18212391.mp3	خداي من! اينو نگاه کن	kohai man ino negah kon
common_voice_fa_18212393.mp3	گنده بود	gondeh boud
common_voice_fa_18212396.mp3	و حالا با این برنامه و این مربیها، میتوانند اینکار را بکنند	o hala ba in barnameh o in morabihaa mitavaanand inkaar ra bokonand
common_voice_fa_18212399.mp3	دیگه سرکار نمیرم	digeh sarkaar nemiram
common_voice_fa_18212960.mp3	دومی: مدیر بزرگترین خیریه شهرش	dovomi modir bozorgtarin kheyrie shahrash
common_voice_fa_18212961.mp3	بجای این کولی بازیا برین برام غذا بیارین.	bejay in kvli bazia berin baraam ghaza biyaarin
common_voice_fa_18212963.mp3	دهنتون رو ببندید	dahanetoon ro bebandid
common_voice_fa_18212968.mp3	البته. شما همه حق دارین باور کنید. اما نکته همین جاست. کی بود که بهش گفتی بعداً زنگ بزنه؟ یعنی طرف اینقدر مهم بوده که توی اون شرایط بخوای جوابشو بدی؟	albate shoma hameh hagh daarin bavar konid amma nokte hamin jaast ki boud ke behesh gofti badan zang bezane yani taraf inghadr mohem boudeh ke touye un sharayet bekhaii javaabesho badi
common_voice_fa_18213048.mp3	نمیزارین بگم. بابا. یه صدایی از اون تو اومد. خودم شنیدم.	nemizaarin begam baba ye sedaayi az un tou oomad khoudam shenidam
common_voice_fa_18213087.mp3	این عکس رو خیلی دوست دارم به دو دلیل	in aks ro kheili doost daram be doo dalil
common_voice_fa_18213108.mp3	بیادبی کارکنان و عملکردشان را کم اثر میکند	biyaadobey karkonan o amalkardeshaan ra kam asre mikonad
common_voice_fa_18214705.mp3	به هر حال وقتي گمش کني	be har hal vaghti gomesh koni
